NIF;NOMBRE FONDO;NUMERO REGISTRO CNMV;GESTORA;DEPOSITARIO;AUDITOR
V82571035;  MULTIACTIVO MIXTO RENTA FIJA, FI ;2399; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V82587262;  RURAL EMERGENTES RENTA VARIABLE, FI ;2055; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V82587270;  RURAL RENTA FIJA INTERNACIONAL, FI ;2073; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, SL
V82607771;  CAIXABANK BOLSA SELECCION EMERGENTES, FI ;2083; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V82607789;  CAIXABANK DIVERSIFICADO DINAMICO, FI ;2086; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V82627555;  BBVA GESTION MODERADA, FI ;2087; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V82628934;  AVANCE GLOBAL, FI ;2134; 1) INTERMONEY GESTION, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V82639899;  BBVA BONOS EUSKOFONDO, FI ;2105; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V82668260;  BANKINTER FINANZAS GLOBALES, FI ;2169; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V82704370;  BANKINTER CAPITAL , FI ;3665; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V82732942;  ING DIRECT FONDO NARANJA STANDARD & POOR´S , FI ;2240; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG,S.L.
V82742099;  CAIXABANK SOY ASI FLEXIBLE, FI ;2251; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L
V82757568;  MUTUAFONDO GESTION OPTIMA MODERADO, FI ;2253; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;Ernst & YoungSL
V82785999;  RURAL MIXTO , FI ;2262; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V82809419;  CAIXABANK SOY ASI CAUTO, FI ;2303; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L
V82809435;  CAIXABANK SOY ASI DINAMICO, FI ;2304; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L
V82815614;  CAIXABANK RENTA FIJA FLEXIBLE, FI ;2298; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V82873951;  FONDO ARTAC, FI ;2314; 1) SANTANDER ASSET MANAGEMENT, S.A., SGIIC        ;CACEIS BANK SPAIN S.A.;PricewaterhouseCoopers Auditores, S.L.
V82876681;  INTERMONEY RENTA FIJA AHORRO, FI ;2311; 1) INTERMONEY GESTION, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;PriceWaterhouse & Coopers
V82899865;  SANTALUCIA RENTA FIJA CORTO PLAZO EURO, FI ;2375; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Ernst &Young, SL
V82899873;  SANTALUCIA EUROBOLSA, FI ;2377; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Ernst &Young, SL
V82899931;  SANTALUCIA FONVALOR EURO, FI ;2376; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Ernst&Young, SL
V82899972;  SANTALUCIA ESPABOLSA, FI ;2379; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;PricewaterhouseCoopers Auditores, S.L
V82927005;  BANKINTER EFICIENCIA ENERGETICA Y MEDIOAMBIENTE, FI ;2349; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V82955923;  INTERMONEY VARIABLE EURO, FI ;2402; 1) INTERMONEY GESTION, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;PriceWaterhouse & Coopers
V82963463;  LIBERBANK RENTA FIJA FLEXIBLE, FI ;2357; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V83003467;  MUTUAFONDO CORTO PLAZO, FI ;2425; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;Ernst & YoungSL
V83021063;  BBVA RETORNO ABSOLUTO, FI ;2422; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V83021683;  RURAL PERFIL DECIDIDO, FI ;2465; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V83021766;  RURAL PERFIL CONSERVADOR, FI ;2463; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V83085753;  MUTUAFONDO BOLSAS EMERGENTES, FI ;2564; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L
V83086728;  CAIXABANK GESTION , FI ;2492; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V83113258;  CS DIRECTOR INCOME, FI ;2542; 1) CREDIT SUISSE GESTION, S.G.I.I.C., S.A.        ;CREDIT SUISSE AG, SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V83167452;  BBVA GESTION DECIDIDA, FI ;2532; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V83167460;  BBVA MEJORES IDEAS (CUBIERTO ), FI ;2525; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V83173864;  SABADELL ESPAÑA BOLSA FUTURO, FI ;2572; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V83198903;  ING DIRECT FONDO NARANJA IBEX , FI ;2549; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG,S.L.
V83217208;  ABANTE ASESORES GLOBAL, FI ;2562; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V83217232;  ABANTE RENTA FIJA CORTO PLAZO, FI ;3590; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V83217257;  ABANTE SELECCION, FI ;2561; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V83217299;  ABANTE BOLSA, FI ;2560; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V83245092;  BBVA AHORRO EMPRESAS, FI ;2808; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V83409268;  BBVA BONOS INTERNACIONAL FLEXIBLE EURO, FI ;2627; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V83409516;  ABANTE VALOR, FI ;2623; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;Pricewaterhouse Coopers Auditores S.L.
V83517938;  BANKINTER CAPITAL , FI ;3664; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V83517979;  BANKINTER CAPITAL , FI ;3663; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V83565622;  CAIXABANK EVOLUCION SOSTENIBLE , FI ;2704; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V83624833;  RURAL AHORRO PLUS, FI ;3501; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V83633479;  PROFIT BOLSA, FI ;2751; 1) GESPROFIT, S.A., S.G.I.I.C.        ;CECABANK, S.A.        ;Lasemer Auditores S.L.
V83657635;  BEST MANAGER CONSERVADOR, FI ;2831; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V83676551;  FONDITEL ALBATROS, FI ;2812; 1) FONDITEL GESTION, SGIIC, SA        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores, SL
V83676585;  FONDITEL RENTA FIJA CORTO PLAZO, FI ;3722; 1) FONDITEL GESTION, SGIIC, SA        ;BANCO INVERSIS, S.A.        ; 
V83676627;  FONDITEL RENTA FIJA MIXTA INTERNACIONAL, FI ;2813; 1) FONDITEL GESTION, SGIIC, SA        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores, SL
V83709170;  BBVA BONOS CORE BP, FI ;2824; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V83787549;  ABANTE PATRIMONIO GLOBAL, FI ;2863; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V83794180;  BANKINTER SOSTENIBILIDAD, FI ;2862; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V83799387;  SABADELL INVERSION ETICA Y SOLIDARIA, FI ;2871; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V84053982;  IMANTIA FUTURO, FI ;2992; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V84111368;  MARCH CARTERA DEFENSIVA, FI ;3026; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte S.L.
V84113620;  CS PREMIUM MODERADO, FI ;3025; 1) CREDIT SUISSE GESTION, S.G.I.I.C., S.A.        ;CREDIT SUISSE AG, SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84189737;  BBVA BONOS CORPORATIVOS LARGO PLAZO, FI ;3076; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V84195635;  BBVA BOLSA ASIA MF, FI ;3083; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V84270412;  CS PREMIUM EQUILIBRADO, FI ;3149; 1) CREDIT SUISSE GESTION, S.G.I.I.C., S.A.        ;CREDIT SUISSE AG, SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84287952;  ABANTE RENTA, FI ;3170; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;Pricewaterhouse Coopers Auditores S.L.
V84288323;  ABANTE MODERADO, FI ;3166; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V84303189;  BANKINTER PEQUEÑAS COMPAÑÍAS EUROPA, FI ;3167; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V84330224;  CS DIRECTOR FLEXIBLE, FI ;3180; 1) CREDIT SUISSE GESTION, S.G.I.I.C., S.A.        ;CREDIT SUISSE AG, SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84351824;  RURAL BONOS CORPORATIVOS, FI ;3186; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, SL
V84355817;  DUX RENTINVER RENTA FIJA, FI ;3191; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES SL
V84355841;  DUX RENTA VARIABLE EURO, FI ;3192; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES SL
V84390749;  ING DIRECT FONDO NARANJA EURO STOXX , FI ;3244; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG,S.L.
V84420439;  OKAVANGO DELTA, FI ;3252; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V84462001;  ATL CAPITAL BEST MANAGERS, FI ;3280; 1) ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.        ;BANKINTER, S.A.        ;ERNST &YOUNG, S.L.
V84462019;  ATL CAPITAL CORTO PLAZO, FI ;3282; 1) ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.        ;BANKINTER, S.A.        ;ERNST &YOUNG, S.L.
V84564624;  ABANCA FONDEPOSITO, FI ;3389; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V84574201;  LIBERBANK CARTERA DINAMICA, FI ;3354; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84574235;  LIBERBANK CARTERA CONSERVADORA, FI ;3355; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84574284;  LIBERBANK CARTERA MODERADA, FI ;3356; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V84583947;  CAIXABANK SI IMPACTO / RV, FI ;3366; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V84689884;  CAIXABANK EVOLUCION SOSTENIBLE , FI ;3443; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL.
V84841055;  ACCION EUROSTOXX  ETF, FI COTIZADO ARMONIZADO ;3596; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ; 
V84857739;  ABANCA RENTA FIJA FLEXIBLE, FI ;3682; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V84930890;  BBVA BOLSA INDICE USA (CUBIERTO), FI ;3719; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;Ernst & Young, S.L.
V84939545;  BBVA BONOS VALOR RELATIVO, FI ;3724; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V84967058;  RURAL DEUDA SOBERANA EURO, FI ;3780; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V84981554;  GLOBAL BEST SELECTION, FI ;3753; 1) TREA ASSET MANAGEMENT S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;BAILEN 20,S.A.P.
V85014801;  MARCH EUROPA, FI ;3777; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte S.L.
V85064228;  FONDO GRE, FIL (EN LIQUIDACION) ;8; 1) SANTANDER ASSET MANAGEMENT, S.A., SGIIC        ;CACEIS BANK SPAIN S.A.;PricewaterhouseCoopers Auditores, S.L.
V85114742;  MARCH CARTERA DECIDIDA, FI ;4660; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte, S.L.
V85143444;  METAVALOR GLOBAL, FI ;3851; 1) METAGESTION, S.A., SGIIC        ;BANCO INVERSIS, S.A.        ;MAZARSAUDITORES, SLP
V85238608;  QUALITY INVERSION DECIDIDA, FI ;3908; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSE COOPERS AUDITORES, S.L.
V85238665;  QUALITY INVERSION CONSERVADORA, FI ;3906; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V85238699;  QUALITY INVERSION MODERADA, FI ;3907; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSE COOPERS AUDITORES, S.L.
V85264687;  SMART-ISH FONDO DE GESTORES F.I. ;3956; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;Pricewaterhouse Coopers Auditores S.L.
V85271120;  ATL CAPITAL CARTERA PATRIMONIO, FI ;3941; 1) ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.        ;BANKINTER, S.A.        ;ERNST &YOUNG, S.L.
V85313021;  ING DIRECT FONDO NARANJA CONSERVADOR, FI ;3951; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG
V85313468;  ING DIRECT FONDO NARANJA DINAMICO, FI ;3952; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG
V85313500;  ING DIRECT FONDO NARANJA MODERADO, FI ;3953; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG
V85377406;  ABANCA RENTA FIJA PATRIMONIO, FI ;3988; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V85439495;  DUX MIXTO VARIABLE, FI ;4012; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS
V85439560;  ABANDO EQUITIES, FI ;4013; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS
V85439651;  FONDMAPFRE RENTADOLAR, FI ;4008; 1) MAPFRE ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;KPMG Auditores, S.L
V85450104;  RURAL FUTURO ISR, FI ;4017; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V85544369;  BBVA BONOS GOBIERNOS, FI ;4068; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE S.L.
V85567659;  MUTUAFONDO DINERO, FI ;4082; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V85575116;  MUTUAFONDO RENTA VARIABLE EE.UU, FI ;4083; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;Ernst & YoungSL
V85605533;  FONCESS FLEXIBLE, FI ;4093; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V85609956;  SANTALUCIA RENTA FIJA DINAMICA, FI ;4099; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V85641868;  BBVA BONOS CP, FI ;4105; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V85641959;  ATL CAPITAL RENTA FIJA, FI ;4104; 1) ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.        ;BANKINTER, S.A.        ;ERNST &YOUNG, S.L.
V85644128;  MUTUAFONDO ESPAÑA, FI ;4107; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;CACEIS BANK SPAIN S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L
V85786119;  MUTUAFONDO BONOS FINANCIEROS, FI ;4165; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V85812618;  KALAHARI, FI ;4175; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V85852523;  MUTUAFONDO ESTRATEGIA GLOBAL, FIL ;32; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V85932242;  BBVA BOLSA PLAN DIVIDENDO EUROPA, FI ;4212; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG, S.L.
V85956290;  DUX INTERNATIONAL STRATEGY, FI ;4228; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES SL
V85962447;  OLEA NEUTRAL, FI ;4231; 1) OLEA GESTION DE ACTIVOS, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;ERNST & YOUNG SL
V85986040;  RFMI MULTIGESTION FI ;4241; 1) DEUTSCHE WEALTH MANAGEMENT SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;ERNST&YOUNG S.L.
V85991362;  BBVA MEGATENDENCIA PLANETA TIERRA ISR, FI ;4235; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG S.L.
V86009289;  QUALITY SELECCION EMERGENTES, FI ;4250; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V86064946;  LIBERBANK BONOS GLOBAL, FI ;4278; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V86121514;  BEST MANAGER SELECTION,  FI ;4312; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V86136264;  BBVA FUSION CORTO PLAZO VII, FI ;4313; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V86141025;  BBVA FUSION CORTO PLAZO VI, FI ;4318; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V86209699;  ATTITUDE OPPORTUNITIES FI ;4359; 1) ATTITUDE GESTION, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES SL
V86239720;  Abante Cartera Renta Fija FI ;4374; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V86254950;  EQMC, FIL ;40; 1) ALANTRA EQMC ASSET MANAGEMENT, SGIIC, S.A.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V86345337;  MARCH PATRIMONIO CORTO PLAZO, FI ;4418; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte, S.L.
V86359544;  IGVF FI ;4421; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;Capital Auditors and Consultants, S.L.
V86364650;  POLAR RENTA FIJA,FI ;4426; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V86405800;  MUTUAFONDO BONOS CONVERTIBLES, FI ;4455; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V86411121;  BBVA BONOS ESPAÑA LARGO PLAZO, FI ;4446; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V86445277;  PATRIMONIO GLOBAL, FI ;4471; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V86459815;  ALPHA INVESTMENTS, FI ;4470; 1) TREA ASSET MANAGEMENT S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;BAILEN 20,S.A.P.
V86467461;  ABACO RENTA FIJA MIXTA GLOBAL, FI ;4474; 1) ABACO CAPITAL, SGIIC, S.A.        ;SINGULAR BANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES SL
